2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:13:30,084 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 281.0 (TID 563) in 12 ms on localhost (2/2)
2017-08-18 12:13:30,084 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 281.0, whose tasks have all completed, from pool 
2017-08-18 12:13:30,084 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 281 (foreachPartition at streamingProcessNew.scala:50) finished in 0.015 s
2017-08-18 12:13:30,085 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 281 finished: foreachPartition at streamingProcessNew.scala:50, took 0.031005 s
2017-08-18 12:13:30,085 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029610000 ms.0 from job set of time 1503029610000 ms
2017-08-18 12:13:30,085 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.085 s for time 1503029610000 ms (execution: 0.063 s)
2017-08-18 12:13:30,085 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 561 from persistence list
2017-08-18 12:13:30,086 [block-manager-slave-async-thread-pool-25] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 561
2017-08-18 12:13:30,086 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 560 from persistence list
2017-08-18 12:13:30,086 [block-manager-slave-async-thread-pool-23] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 560
2017-08-18 12:13:30,087 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:13:30,087 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029600000 ms
2017-08-18 12:13:35,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029615000 ms
2017-08-18 12:13:35,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029615000 ms.0 from job set of time 1503029615000 ms
2017-08-18 12:13:35,057 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:13:35,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 282 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:13:35,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 282 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:13:35,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:13:35,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:13:35,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 282 (MapPartitionsRDD[565] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:13:35,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_282 stored as values in memory (estimated size 34.5 KB, free 413.6 MB)
2017-08-18 12:13:35,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_282_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.6 MB)
2017-08-18 12:13:35,066 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_282_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:13:35,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 282 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:13:35,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 282 (MapPartitionsRDD[565] at map at streamingProcessNew.scala:49)
2017-08-18 12:13:35,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 282.0 with 2 tasks
2017-08-18 12:13:35,070 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 282.0 (TID 564, localhost, partition 0, ANY, 5657 bytes)
2017-08-18 12:13:35,071 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 282.0 (TID 565, localhost, partition 1, ANY, 5657 bytes)
2017-08-18 12:13:35,071 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 282.0 (TID 565)
2017-08-18 12:13:35,071 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 282.0 (TID 564)
2017-08-18 12:13:35,074 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:13:35,074 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:13:35,078 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 282.0 (TID 564). 714 bytes result sent to driver
2017-08-18 12:13:35,079 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 282.0 (TID 565). 714 bytes result sent to driver
2017-08-18 12:13:35,080 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 282.0 (TID 564) in 12 ms on localhost (1/2)
2017-08-18 12:13:35,081 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 282.0 (TID 565) in 10 ms on localhost (2/2)
2017-08-18 12:13:35,081 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 282.0, whose tasks have all completed, from pool 
2017-08-18 12:13:35,081 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 282 (foreachPartition at streamingProcessNew.scala:50) finished in 0.013 s
2017-08-18 12:13:35,081 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 282 finished: foreachPartition at streamingProcessNew.scala:50, took 0.024033 s
2017-08-18 12:13:35,082 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029615000 ms.0 from job set of time 1503029615000 ms
2017-08-18 12:13:35,082 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.082 s for time 1503029615000 ms (execution: 0.061 s)
2017-08-18 12:13:35,082 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 563 from persistence list
2017-08-18 12:13:35,082 [block-manager-slave-async-thread-pool-25] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 563
2017-08-18 12:13:35,082 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 562 from persistence list
2017-08-18 12:13:35,083 [block-manager-slave-async-thread-pool-27] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 562
2017-08-18 12:13:35,083 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:13:35,083 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029605000 ms
2017-08-18 12:13:40,014 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029620000 ms
2017-08-18 12:13:40,014 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029620000 ms.0 from job set of time 1503029620000 ms
2017-08-18 12:13:40,027 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:13:40,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 283 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:13:40,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 283 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:13:40,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:13:40,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:13:40,028 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 283 (MapPartitionsRDD[567] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:13:40,030 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_283 stored as values in memory (estimated size 34.5 KB, free 413.5 MB)
2017-08-18 12:13:40,033 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_283_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.5 MB)
2017-08-18 12:13:40,033 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_283_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.8 MB)
2017-08-18 12:13:40,034 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 283 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:13:40,034 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 283 (MapPartitionsRDD[567] at map at streamingProcessNew.scala:49)
2017-08-18 12:13:40,034 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 283.0 with 2 tasks
2017-08-18 12:13:40,036 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 283.0 (TID 566, localhost, partition 0, ANY, 5657 bytes)
2017-08-18 12:13:40,036 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 283.0 (TID 567, localhost, partition 1, ANY, 5657 bytes)
2017-08-18 12:13:40,037 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 283.0 (TID 567)
2017-08-18 12:13:40,037 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 283.0 (TID 566)
2017-08-18 12:13:40,039 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:13:40,039 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:13:40,042 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 283.0 (TID 566). 714 bytes result sent to driver
2017-08-18 12:13:40,042 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 283.0 (TID 567). 714 bytes result sent to driver
2017-08-18 12:13:40,044 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 283.0 (TID 566) in 10 ms on localhost (1/2)
2017-08-18 12:13:40,044 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 283.0 (TID 567) in 8 ms on localhost (2/2)
2017-08-18 12:13:40,045 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 283.0, whose tasks have all completed, from pool 
2017-08-18 12:13:40,045 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 283 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:13:40,046 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 283 finished: foreachPartition at streamingProcessNew.scala:50, took 0.018889 s
2017-08-18 12:13:40,046 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029620000 ms.0 from job set of time 1503029620000 ms
2017-08-18 12:13:40,046 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.046 s for time 1503029620000 ms (execution: 0.032 s)
2017-08-18 12:13:40,046 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 565 from persistence list
2017-08-18 12:13:40,047 [block-manager-slave-async-thread-pool-23] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 565
2017-08-18 12:13:40,047 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 564 from persistence list
2017-08-18 12:13:40,047 [block-manager-slave-async-thread-pool-27] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 564
2017-08-18 12:13:40,047 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:13:40,047 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029610000 ms
2017-08-18 12:13:45,021 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029625000 ms
2017-08-18 12:13:45,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029625000 ms.0 from job set of time 1503029625000 ms
2017-08-18 12:13:45,063 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:13:45,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 284 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:13:45,064 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 284 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:13:45,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:13:45,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:13:45,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 284 (MapPartitionsRDD[569] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:13:45,076 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_284 stored as values in memory (estimated size 34.5 KB, free 413.5 MB)
2017-08-18 12:13:45,085 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_284_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.5 MB)
2017-08-18 12:13:45,086 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_284_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:13:45,087 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 284 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:13:45,088 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 284 (MapPartitionsRDD[569] at map at streamingProcessNew.scala:49)
2017-08-18 12:13:45,089 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 284.0 with 2 tasks
2017-08-18 12:13:45,094 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 284.0 (TID 568, localhost, partition 0, ANY, 5657 bytes)
2017-08-18 12:13:45,095 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 284.0 (TID 569, localhost, partition 1, ANY, 5657 bytes)
2017-08-18 12:13:45,096 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 284.0 (TID 568)
2017-08-18 12:13:45,096 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 284.0 (TID 569)
2017-08-18 12:13:45,102 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:13:45,102 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:13:45,108 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 284.0 (TID 568). 714 bytes result sent to driver
2017-08-18 12:13:45,108 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 284.0 (TID 569). 714 bytes result sent to driver
2017-08-18 12:13:45,111 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 284.0 (TID 568) in 21 ms on localhost (1/2)
2017-08-18 12:13:45,111 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 284.0 (TID 569) in 17 ms on localhost (2/2)
2017-08-18 12:13:45,111 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 284.0, whose tasks have all completed, from pool 
